№,Время последней сделки,Название,Тикер,"Цена, посл","Изм, %","Объем, млн руб","1 нед, %","1 м, %","12м, %","12м, %",Капит-я млрд руб,Капит-я млрд $,ИзмОбъема,Изм позпо Объему
 ,18:51:01,Индекс ММВБ,IMOEX,2353.98,"
									-0.67%
							",21 840.77,+3.0%,-3.7%,-38.1%,-38.1%,45 939.38,810.07,+784%,—
